,category_name,file_path
19684,170.rainbow,256_ObjectCategories/170.rainbow/170_0021.jpg
20501,178.school-bus,256_ObjectCategories/178.school-bus/178_0074.jpg
5430,048.conch,256_ObjectCategories/048.conch/048_0029.jpg
16111,144.minotaur,256_ObjectCategories/144.minotaur/144_0042.jpg
30244,257.clutter,256_ObjectCategories/257.clutter/257_0465.jpg
12037,109.hot-tub,256_ObjectCategories/109.hot-tub/109_0098.jpg
15341,137.mars,256_ObjectCategories/137.mars/137_0149.jpg
14437,130.license-plate,256_ObjectCategories/130.license-plate/130_0059.jpg
17350,148.mussels,256_ObjectCategories/148.mussels/148_0117.jpg
18654,159.people,256_ObjectCategories/159.people/159_0166.jpg
10799,098.harp,256_ObjectCategories/098.harp/098_0098.jpg
29198,253.faces-easy-101,256_ObjectCategories/253.faces-easy-101/253_0160.jpg
30141,257.clutter,256_ObjectCategories/257.clutter/257_0362.jpg
27793,247.xylophone,256_ObjectCategories/247.xylophone/247_0043.jpg
7595,070.fire-extinguisher,256_ObjectCategories/070.fire-extinguisher/070_0006.jpg
4223,036.chandelier-101,256_ObjectCategories/036.chandelier-101/036_0098.jpg
27085,240.watch-101,256_ObjectCategories/240.watch-101/240_0097.jpg
22626,199.spoon,256_ObjectCategories/199.spoon/199_0009.jpg
3815,032.cartman,256_ObjectCategories/032.cartman/032_0080.jpg
5119,045.computer-keyboard,256_ObjectCategories/045.computer-keyboard/045_0030.jpg
25354,226.traffic-light,256_ObjectCategories/226.traffic-light/226_0070.jpg
21483,189.snail,256_ObjectCategories/189.snail/189_0005.jpg
8294,077.french-horn,256_ObjectCategories/077.french-horn/077_0022.jpg
22691,199.spoon,256_ObjectCategories/199.spoon/199_0074.jpg
28975,252.car-side-101,256_ObjectCategories/252.car-side-101/252_0053.jpg
14536,131.lightbulb,256_ObjectCategories/131.lightbulb/131_0067.jpg
23480,208.swiss-army-knife,256_ObjectCategories/208.swiss-army-knife/208_0009.jpg
1005,008.bathtub,256_ObjectCategories/008.bathtub/008_0189.jpg
9951,092.grapes,256_ObjectCategories/092.grapes/092_0127.jpg
5564,049.cormorant,256_ObjectCategories/049.cormorant/049_0060.jpg
5762,051.cowboy-hat,256_ObjectCategories/051.cowboy-hat/051_0055.jpg
21243,186.skunk,256_ObjectCategories/186.skunk/186_0029.jpg
5764,051.cowboy-hat,256_ObjectCategories/051.cowboy-hat/051_0057.jpg
11950,109.hot-tub,256_ObjectCategories/109.hot-tub/109_0011.jpg
14435,130.license-plate,256_ObjectCategories/130.license-plate/130_0057.jpg
9455,089.goose,256_ObjectCategories/089.goose/089_0048.jpg
23849,211.tambourine,256_ObjectCategories/211.tambourine/211_0056.jpg
16642,145.motorbikes-101,256_ObjectCategories/145.motorbikes-101/145_0491.jpg
25100,224.touring-bike,256_ObjectCategories/224.touring-bike/224_0016.jpg
23893,212.teapot,256_ObjectCategories/212.teapot/212_0005.jpg
11812,107.hot-air-balloon,256_ObjectCategories/107.hot-air-balloon/107_0047.jpg
1133,009.bear,256_ObjectCategories/009.bear/009_0085.jpg
15318,137.mars,256_ObjectCategories/137.mars/137_0126.jpg
29157,253.faces-easy-101,256_ObjectCategories/253.faces-easy-101/253_0119.jpg
9092,085.goat,256_ObjectCategories/085.goat/085_0068.jpg
8871,083.gas-pump,256_ObjectCategories/083.gas-pump/083_0026.jpg
8478,079.frisbee,256_ObjectCategories/079.frisbee/079_0024.jpg
16086,144.minotaur,256_ObjectCategories/144.minotaur/144_0017.jpg
28414,251.airplanes-101,256_ObjectCategories/251.airplanes-101/251_0292.jpg
3349,028.camel,256_ObjectCategories/028.camel/028_0021.jpg
25264,225.tower-pisa,256_ObjectCategories/225.tower-pisa/225_0070.jpg
4425,038.chimp,256_ObjectCategories/038.chimp/038_0074.jpg
27748,246.wine-bottle,256_ObjectCategories/246.wine-bottle/246_0099.jpg
28676,251.airplanes-101,256_ObjectCategories/251.airplanes-101/251_0554.jpg
12621,115.ice-cream-cone,256_ObjectCategories/115.ice-cream-cone/115_0037.jpg
10868,099.harpsichord,256_ObjectCategories/099.harpsichord/099_0067.jpg
15694,140.menorah-101,256_ObjectCategories/140.menorah-101/140_0068.jpg
19031,163.playing-card,256_ObjectCategories/163.playing-card/163_0057.jpg
17810,152.owl,256_ObjectCategories/152.owl/152_0080.jpg
4901,043.coin,256_ObjectCategories/043.coin/043_0057.jpg
11059,101.head-phones,256_ObjectCategories/101.head-phones/101_0085.jpg
8223,076.football-helmet,256_ObjectCategories/076.football-helmet/076_0035.jpg
14066,127.laptop-101,256_ObjectCategories/127.laptop-101/127_0111.jpg
4481,039.chopsticks,256_ObjectCategories/039.chopsticks/039_0020.jpg
10392,096.hammock,256_ObjectCategories/096.hammock/096_0065.jpg
8254,076.football-helmet,256_ObjectCategories/076.football-helmet/076_0066.jpg
25528,227.treadmill,256_ObjectCategories/227.treadmill/227_0145.jpg
15410,138.mattress,256_ObjectCategories/138.mattress/138_0062.jpg
17422,149.necktie,256_ObjectCategories/149.necktie/149_0015.jpg
3016,025.cactus,256_ObjectCategories/025.cactus/025_0008.jpg
1898,014.blimp,256_ObjectCategories/014.blimp/014_0062.jpg
429,004.baseball-bat,256_ObjectCategories/004.baseball-bat/004_0084.jpg
56,001.ak47,256_ObjectCategories/001.ak47/001_0057.jpg
6019,054.diamond-ring,256_ObjectCategories/054.diamond-ring/054_0031.jpg
2916,024.butterfly,256_ObjectCategories/024.butterfly/024_0020.jpg
2586,021.breadmaker,256_ObjectCategories/021.breadmaker/021_0039.jpg
18394,158.penguin,256_ObjectCategories/158.penguin/158_0055.jpg
17371,148.mussels,256_ObjectCategories/148.mussels/148_0138.jpg
19038,163.playing-card,256_ObjectCategories/163.playing-card/163_0064.jpg
21887,192.snowmobile,256_ObjectCategories/192.snowmobile/192_0067.jpg
18516,159.people,256_ObjectCategories/159.people/159_0028.jpg
19775,171.refrigerator,256_ObjectCategories/171.refrigerator/171_0010.jpg
5372,047.computer-mouse,256_ObjectCategories/047.computer-mouse/047_0065.jpg
17639,151.ostrich,256_ObjectCategories/151.ostrich/151_0018.jpg
9279,087.goldfish,256_ObjectCategories/087.goldfish/087_0063.jpg
17345,148.mussels,256_ObjectCategories/148.mussels/148_0112.jpg
20400,177.saturn,256_ObjectCategories/177.saturn/177_0069.jpg
22098,193.soccer-ball,256_ObjectCategories/193.soccer-ball/193_0166.jpg
23658,209.sword,256_ObjectCategories/209.sword/209_0078.jpg
21426,188.smokestack,256_ObjectCategories/188.smokestack/188_0036.jpg
8110,075.floppy-disk,256_ObjectCategories/075.floppy-disk/075_0005.jpg
21741,191.sneaker,256_ObjectCategories/191.sneaker/191_0032.jpg
23903,212.teapot,256_ObjectCategories/212.teapot/212_0015.jpg
23393,207.swan,256_ObjectCategories/207.swan/207_0037.jpg
15742,141.microscope,256_ObjectCategories/141.microscope/141_0027.jpg
27127,240.watch-101,256_ObjectCategories/240.watch-101/240_0139.jpg
6697,061.dumb-bell,256_ObjectCategories/061.dumb-bell/061_0022.jpg
950,008.bathtub,256_ObjectCategories/008.bathtub/008_0134.jpg
11248,103.hibiscus,256_ObjectCategories/103.hibiscus/103_0048.jpg
22491,197.speed-boat,256_ObjectCategories/197.speed-boat/197_0082.jpg
2035,015.bonsai-101,256_ObjectCategories/015.bonsai-101/015_0113.jpg
26789,237.vcr,256_ObjectCategories/237.vcr/237_0072.jpg
11406,104.homer-simpson,256_ObjectCategories/104.homer-simpson/104_0095.jpg
29892,257.clutter,256_ObjectCategories/257.clutter/257_0113.jpg
6139,055.dice,256_ObjectCategories/055.dice/055_0033.jpg
15094,135.mailbox,256_ObjectCategories/135.mailbox/135_0088.jpg
1249,011.billiards,256_ObjectCategories/011.billiards/011_0005.jpg
17402,148.mussels,256_ObjectCategories/148.mussels/148_0169.jpg
603,005.baseball-glove,256_ObjectCategories/005.baseball-glove/005_0131.jpg
374,004.baseball-bat,256_ObjectCategories/004.baseball-bat/004_0029.jpg
9306,087.goldfish,256_ObjectCategories/087.goldfish/087_0090.jpg
19142,164.porcupine,256_ObjectCategories/164.porcupine/164_0078.jpg
5050,044.comet,256_ObjectCategories/044.comet/044_0082.jpg
21101,184.sheet-music,256_ObjectCategories/184.sheet-music/184_0074.jpg
28585,251.airplanes-101,256_ObjectCategories/251.airplanes-101/251_0463.jpg
20640,180.screwdriver,256_ObjectCategories/180.screwdriver/180_0035.jpg
10388,096.hammock,256_ObjectCategories/096.hammock/096_0061.jpg
29728,256.toad,256_ObjectCategories/256.toad/256_0057.jpg
1755,013.birdbath,256_ObjectCategories/013.birdbath/013_0017.jpg
15354,138.mattress,256_ObjectCategories/138.mattress/138_0006.jpg
580,005.baseball-glove,256_ObjectCategories/005.baseball-glove/005_0108.jpg
14531,131.lightbulb,256_ObjectCategories/131.lightbulb/131_0062.jpg
16075,144.minotaur,256_ObjectCategories/144.minotaur/144_0006.jpg
25279,225.tower-pisa,256_ObjectCategories/225.tower-pisa/225_0085.jpg
26928,239.washing-machine,256_ObjectCategories/239.washing-machine/239_0024.jpg
1354,011.billiards,256_ObjectCategories/011.billiards/011_0110.jpg
4914,043.coin,256_ObjectCategories/043.coin/043_0070.jpg
26238,232.t-shirt,256_ObjectCategories/232.t-shirt/232_0312.jpg
16130,144.minotaur,256_ObjectCategories/144.minotaur/144_0061.jpg
15684,140.menorah-101,256_ObjectCategories/140.menorah-101/140_0058.jpg
25275,225.tower-pisa,256_ObjectCategories/225.tower-pisa/225_0081.jpg
28938,252.car-side-101,256_ObjectCategories/252.car-side-101/252_0016.jpg
1970,015.bonsai-101,256_ObjectCategories/015.bonsai-101/015_0048.jpg
16656,145.motorbikes-101,256_ObjectCategories/145.motorbikes-101/145_0505.jpg
8515,079.frisbee,256_ObjectCategories/079.frisbee/079_0061.jpg
11869,108.hot-dog,256_ObjectCategories/108.hot-dog/108_0015.jpg
27355,242.watermelon,256_ObjectCategories/242.watermelon/242_0071.jpg
17589,150.octopus,256_ObjectCategories/150.octopus/150_0079.jpg
4202,036.chandelier-101,256_ObjectCategories/036.chandelier-101/036_0077.jpg
17801,152.owl,256_ObjectCategories/152.owl/152_0071.jpg
12607,115.ice-cream-cone,256_ObjectCategories/115.ice-cream-cone/115_0023.jpg
30047,257.clutter,256_ObjectCategories/257.clutter/257_0268.jpg
10303,095.hamburger,256_ObjectCategories/095.hamburger/095_0062.jpg
15132,136.mandolin,256_ObjectCategories/136.mandolin/136_0033.jpg
14618,132.light-house,256_ObjectCategories/132.light-house/132_0057.jpg
8627,080.frog,256_ObjectCategories/080.frog/080_0074.jpg
22820,200.stained-glass,256_ObjectCategories/200.stained-glass/200_0098.jpg
14962,134.llama-101,256_ObjectCategories/134.llama-101/134_0075.jpg
5983,053.desk-globe,256_ObjectCategories/053.desk-globe/053_0077.jpg
17235,148.mussels,256_ObjectCategories/148.mussels/148_0002.jpg
9386,088.golf-ball,256_ObjectCategories/088.golf-ball/088_0077.jpg
13952,126.ladder,256_ObjectCategories/126.ladder/126_0239.jpg
3503,029.cannon,256_ObjectCategories/029.cannon/029_0065.jpg
5518,049.cormorant,256_ObjectCategories/049.cormorant/049_0014.jpg
23146,204.sunflower-101,256_ObjectCategories/204.sunflower-101/204_0055.jpg
12712,116.iguana,256_ObjectCategories/116.iguana/116_0040.jpg
7270,066.ewer-101,256_ObjectCategories/066.ewer-101/066_0056.jpg
22277,195.soda-can,256_ObjectCategories/195.soda-can/195_0059.jpg
29265,253.faces-easy-101,256_ObjectCategories/253.faces-easy-101/253_0227.jpg
9163,086.golden-gate-bridge,256_ObjectCategories/086.golden-gate-bridge/086_0027.jpg
28598,251.airplanes-101,256_ObjectCategories/251.airplanes-101/251_0476.jpg
30156,257.clutter,256_ObjectCategories/257.clutter/257_0377.jpg
18220,156.paper-shredder,256_ObjectCategories/156.paper-shredder/156_0082.jpg
5259,046.computer-monitor,256_ObjectCategories/046.computer-monitor/046_0085.jpg
2458,019.boxing-glove,256_ObjectCategories/019.boxing-glove/019_0118.jpg
5894,052.crab-101,256_ObjectCategories/052.crab-101/052_0073.jpg
12996,118.iris,256_ObjectCategories/118.iris/118_0096.jpg
13190,120.joy-stick,256_ObjectCategories/120.joy-stick/120_0095.jpg
17303,148.mussels,256_ObjectCategories/148.mussels/148_0070.jpg
3248,027.calculator,256_ObjectCategories/027.calculator/027_0020.jpg
6834,062.eiffel-tower,256_ObjectCategories/062.eiffel-tower/062_0057.jpg
1877,014.blimp,256_ObjectCategories/014.blimp/014_0041.jpg
7169,065.elk,256_ObjectCategories/065.elk/065_0056.jpg
27373,242.watermelon,256_ObjectCategories/242.watermelon/242_0089.jpg
26813,238.video-projector,256_ObjectCategories/238.video-projector/238_0006.jpg
4896,043.coin,256_ObjectCategories/043.coin/043_0052.jpg
23761,210.syringe,256_ObjectCategories/210.syringe/210_0079.jpg
6652,060.duck,256_ObjectCategories/060.duck/060_0064.jpg
16740,145.motorbikes-101,256_ObjectCategories/145.motorbikes-101/145_0589.jpg
7576,069.fighter-jet,256_ObjectCategories/069.fighter-jet/069_0086.jpg
7759,071.fire-hydrant,256_ObjectCategories/071.fire-hydrant/071_0086.jpg
5310,047.computer-mouse,256_ObjectCategories/047.computer-mouse/047_0003.jpg
26122,232.t-shirt,256_ObjectCategories/232.t-shirt/232_0196.jpg
3149,026.cake,256_ObjectCategories/026.cake/026_0027.jpg
15135,136.mandolin,256_ObjectCategories/136.mandolin/136_0036.jpg
266,003.backpack,256_ObjectCategories/003.backpack/003_0072.jpg
5019,044.comet,256_ObjectCategories/044.comet/044_0051.jpg
2197,017.bowling-ball,256_ObjectCategories/017.bowling-ball/017_0062.jpg
21269,186.skunk,256_ObjectCategories/186.skunk/186_0055.jpg
4725,041.coffee-mug,256_ObjectCategories/041.coffee-mug/041_0055.jpg
25579,228.triceratops,256_ObjectCategories/228.triceratops/228_0049.jpg
23796,211.tambourine,256_ObjectCategories/211.tambourine/211_0003.jpg
12179,110.hourglass,256_ObjectCategories/110.hourglass/110_0084.jpg
3953,034.centipede,256_ObjectCategories/034.centipede/034_0015.jpg
12744,116.iguana,256_ObjectCategories/116.iguana/116_0072.jpg
20933,183.sextant,256_ObjectCategories/183.sextant/183_0006.jpg
1465,011.billiards,256_ObjectCategories/011.billiards/011_0221.jpg
24525,217.tennis-court,256_ObjectCategories/217.tennis-court/217_0079.jpg
28226,251.airplanes-101,256_ObjectCategories/251.airplanes-101/251_0104.jpg
4,001.ak47,256_ObjectCategories/001.ak47/001_0005.jpg
14574,132.light-house,256_ObjectCategories/132.light-house/132_0013.jpg
27038,240.watch-101,256_ObjectCategories/240.watch-101/240_0050.jpg
4546,039.chopsticks,256_ObjectCategories/039.chopsticks/039_0085.jpg
20253,176.saddle,256_ObjectCategories/176.saddle/176_0032.jpg
22687,199.spoon,256_ObjectCategories/199.spoon/199_0070.jpg
9000,084.giraffe,256_ObjectCategories/084.giraffe/084_0060.jpg
20741,181.segway,256_ObjectCategories/181.segway/181_0034.jpg
29881,257.clutter,256_ObjectCategories/257.clutter/257_0102.jpg
17594,150.octopus,256_ObjectCategories/150.octopus/150_0084.jpg
2962,024.butterfly,256_ObjectCategories/024.butterfly/024_0066.jpg
27333,242.watermelon,256_ObjectCategories/242.watermelon/242_0049.jpg
26938,239.washing-machine,256_ObjectCategories/239.washing-machine/239_0034.jpg
10849,099.harpsichord,256_ObjectCategories/099.harpsichord/099_0048.jpg
10089,093.grasshopper,256_ObjectCategories/093.grasshopper/093_0064.jpg
30318,257.clutter,256_ObjectCategories/257.clutter/257_0539.jpg
16225,145.motorbikes-101,256_ObjectCategories/145.motorbikes-101/145_0074.jpg
7764,071.fire-hydrant,256_ObjectCategories/071.fire-hydrant/071_0091.jpg
13087,119.jesus-christ,256_ObjectCategories/119.jesus-christ/119_0079.jpg
17775,152.owl,256_ObjectCategories/152.owl/152_0045.jpg
13204,120.joy-stick,256_ObjectCategories/120.joy-stick/120_0109.jpg
11968,109.hot-tub,256_ObjectCategories/109.hot-tub/109_0029.jpg
6600,060.duck,256_ObjectCategories/060.duck/060_0012.jpg
3986,034.centipede,256_ObjectCategories/034.centipede/034_0048.jpg
30531,257.clutter,256_ObjectCategories/257.clutter/257_0752.jpg
2206,017.bowling-ball,256_ObjectCategories/017.bowling-ball/017_0071.jpg
10449,096.hammock,256_ObjectCategories/096.hammock/096_0122.jpg
1873,014.blimp,256_ObjectCategories/014.blimp/014_0037.jpg
14327,129.leopards-101,256_ObjectCategories/129.leopards-101/129_0139.jpg
1805,013.birdbath,256_ObjectCategories/013.birdbath/013_0067.jpg
26169,232.t-shirt,256_ObjectCategories/232.t-shirt/232_0243.jpg
3000,024.butterfly,256_ObjectCategories/024.butterfly/024_0104.jpg
11136,102.helicopter-101,256_ObjectCategories/102.helicopter-101/102_0024.jpg
12092,109.hot-tub,256_ObjectCategories/109.hot-tub/109_0153.jpg
29773,256.toad,256_ObjectCategories/256.toad/256_0102.jpg
17133,147.mushroom,256_ObjectCategories/147.mushroom/147_0102.jpg
4133,036.chandelier-101,256_ObjectCategories/036.chandelier-101/036_0008.jpg
26538,235.umbrella-101,256_ObjectCategories/235.umbrella-101/235_0032.jpg
29255,253.faces-easy-101,256_ObjectCategories/253.faces-easy-101/253_0217.jpg
5991,054.diamond-ring,256_ObjectCategories/054.diamond-ring/054_0003.jpg
26588,235.umbrella-101,256_ObjectCategories/235.umbrella-101/235_0082.jpg
22884,201.starfish-101,256_ObjectCategories/201.starfish-101/201_0062.jpg
17384,148.mussels,256_ObjectCategories/148.mussels/148_0151.jpg
22100,193.soccer-ball,256_ObjectCategories/193.soccer-ball/193_0168.jpg
1846,014.blimp,256_ObjectCategories/014.blimp/014_0010.jpg
1536,012.binoculars,256_ObjectCategories/012.binoculars/012_0014.jpg
24563,218.tennis-racket,256_ObjectCategories/218.tennis-racket/218_0012.jpg
13693,125.knife,256_ObjectCategories/125.knife/125_0081.jpg
1721,012.binoculars,256_ObjectCategories/012.binoculars/012_0199.jpg
9422,089.goose,256_ObjectCategories/089.goose/089_0015.jpg
15371,138.mattress,256_ObjectCategories/138.mattress/138_0023.jpg
10052,093.grasshopper,256_ObjectCategories/093.grasshopper/093_0027.jpg
182,002.american-flag,256_ObjectCategories/002.american-flag/002_0085.jpg
11965,109.hot-tub,256_ObjectCategories/109.hot-tub/109_0026.jpg
17231,147.mushroom,256_ObjectCategories/147.mushroom/147_0200.jpg
10736,098.harp,256_ObjectCategories/098.harp/098_0035.jpg
24130,214.teepee,256_ObjectCategories/214.teepee/214_0005.jpg
1197,010.beer-mug,256_ObjectCategories/010.beer-mug/010_0047.jpg
981,008.bathtub,256_ObjectCategories/008.bathtub/008_0165.jpg
24165,214.teepee,256_ObjectCategories/214.teepee/214_0040.jpg
27017,240.watch-101,256_ObjectCategories/240.watch-101/240_0029.jpg
25824,231.tripod,256_ObjectCategories/231.tripod/231_0010.jpg
27691,246.wine-bottle,256_ObjectCategories/246.wine-bottle/246_0042.jpg
5574,049.cormorant,256_ObjectCategories/049.cormorant/049_0070.jpg
3422,028.camel,256_ObjectCategories/028.camel/028_0094.jpg
12939,118.iris,256_ObjectCategories/118.iris/118_0039.jpg
16358,145.motorbikes-101,256_ObjectCategories/145.motorbikes-101/145_0207.jpg
26016,232.t-shirt,256_ObjectCategories/232.t-shirt/232_0090.jpg
13120,120.joy-stick,256_ObjectCategories/120.joy-stick/120_0025.jpg
12443,113.hummingbird,256_ObjectCategories/113.hummingbird/113_0095.jpg
12005,109.hot-tub,256_ObjectCategories/109.hot-tub/109_0066.jpg
14265,129.leopards-101,256_ObjectCategories/129.leopards-101/129_0077.jpg
13653,125.knife,256_ObjectCategories/125.knife/125_0041.jpg
27678,246.wine-bottle,256_ObjectCategories/246.wine-bottle/246_0029.jpg
9642,090.gorilla,256_ObjectCategories/090.gorilla/090_0125.jpg
17747,152.owl,256_ObjectCategories/152.owl/152_0017.jpg
6162,055.dice,256_ObjectCategories/055.dice/055_0056.jpg
7798,072.fire-truck,256_ObjectCategories/072.fire-truck/072_0026.jpg
1199,010.beer-mug,256_ObjectCategories/010.beer-mug/010_0049.jpg
19582,169.radio-telescope,256_ObjectCategories/169.radio-telescope/169_0011.jpg
15492,138.mattress,256_ObjectCategories/138.mattress/138_0144.jpg
23997,212.teapot,256_ObjectCategories/212.teapot/212_0109.jpg
1533,012.binoculars,256_ObjectCategories/012.binoculars/012_0011.jpg
30497,257.clutter,256_ObjectCategories/257.clutter/257_0718.jpg
13620,125.knife,256_ObjectCategories/125.knife/125_0008.jpg
8630,080.frog,256_ObjectCategories/080.frog/080_0077.jpg
23104,204.sunflower-101,256_ObjectCategories/204.sunflower-101/204_0013.jpg
10635,097.harmonica,256_ObjectCategories/097.harmonica/097_0023.jpg
5699,050.covered-wagon,256_ObjectCategories/050.covered-wagon/050_0089.jpg
2743,022.buddha-101,256_ObjectCategories/022.buddha-101/022_0054.jpg
3419,028.camel,256_ObjectCategories/028.camel/028_0091.jpg
4335,037.chess-board,256_ObjectCategories/037.chess-board/037_0104.jpg
17686,151.ostrich,256_ObjectCategories/151.ostrich/151_0065.jpg
18806,161.photocopier,256_ObjectCategories/161.photocopier/161_0026.jpg
20484,178.school-bus,256_ObjectCategories/178.school-bus/178_0057.jpg
20222,176.saddle,256_ObjectCategories/176.saddle/176_0001.jpg
11437,105.horse,256_ObjectCategories/105.horse/105_0029.jpg
11692,106.horseshoe-crab,256_ObjectCategories/106.horseshoe-crab/106_0014.jpg
8590,080.frog,256_ObjectCategories/080.frog/080_0037.jpg
10224,094.guitar-pick,256_ObjectCategories/094.guitar-pick/094_0087.jpg
17409,149.necktie,256_ObjectCategories/149.necktie/149_0002.jpg
15389,138.mattress,256_ObjectCategories/138.mattress/138_0041.jpg
19156,164.porcupine,256_ObjectCategories/164.porcupine/164_0092.jpg
5386,047.computer-mouse,256_ObjectCategories/047.computer-mouse/047_0079.jpg
13447,123.ketch-101,256_ObjectCategories/123.ketch-101/123_0037.jpg
27760,247.xylophone,256_ObjectCategories/247.xylophone/247_0010.jpg
1488,011.billiards,256_ObjectCategories/011.billiards/011_0244.jpg
26043,232.t-shirt,256_ObjectCategories/232.t-shirt/232_0117.jpg
23859,211.tambourine,256_ObjectCategories/211.tambourine/211_0066.jpg
20297,176.saddle,256_ObjectCategories/176.saddle/176_0076.jpg
11775,107.hot-air-balloon,256_ObjectCategories/107.hot-air-balloon/107_0010.jpg
28660,251.airplanes-101,256_ObjectCategories/251.airplanes-101/251_0538.jpg
14392,130.license-plate,256_ObjectCategories/130.license-plate/130_0014.jpg
27704,246.wine-bottle,256_ObjectCategories/246.wine-bottle/246_0055.jpg
10251,095.hamburger,256_ObjectCategories/095.hamburger/095_0010.jpg
30093,257.clutter,256_ObjectCategories/257.clutter/257_0314.jpg
14978,134.llama-101,256_ObjectCategories/134.llama-101/134_0091.jpg
25456,227.treadmill,256_ObjectCategories/227.treadmill/227_0073.jpg
20722,181.segway,256_ObjectCategories/181.segway/181_0015.jpg
23870,211.tambourine,256_ObjectCategories/211.tambourine/211_0077.jpg
22180,194.socks,256_ObjectCategories/194.socks/194_0074.jpg
28928,252.car-side-101,256_ObjectCategories/252.car-side-101/252_0006.jpg
